N_e,N_b,M_e,M_b,K,p,c,t,rf,theta_e,theta_b,precision_e,precision_b,CF_BL,BL
1000,1000,100,100,600,1,0.6,0.08,0.05,0.1,0.44999999999999996,1000,100,-2.9055000818225417e-05,-268.36193853735
1000,1000,100,100,600,1,0.6,0.08,0.05,0.1,0.44999999999999996,100,1000,-0.7999999999917413,-268.00000135855146
1000,1000,100,100,600,1,0.6,0.08,0.05,0.1,0.35,10,10,1.2113403933798335,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.1,0.44999999999999996,10,100,1.1452867143983103,-268.4054187325771
1000,1000,100,100,600,1,0.6,0.08,0.05,0.1,0.5499999999999999,100,100,-0.08140173946510956,-268.00034304157816
1000,1000,100,100,600,1,0.6,0.08,0.05,0.1,0.39999999999999997,1000,10,-2.782215199679348e-09,-339.5759032014306
1000,1000,100,100,600,1,0.6,0.08,0.05,0.1,0.39999999999999997,1000,100,-3.8586120856229745e-07,-272.19771952784055
1000,1000,100,100,600,1,0.6,0.08,0.05,0.1,0.39999999999999997,10,10,1.209755440900047,-339.6193833966577
1000,1000,100,100,600,1,0.6,0.08,0.05,0.1,0.44999999999999996,100,100,-0.0030759696618376012,-268.3619385372649
1000,1000,100,100,600,1,0.6,0.08,0.05,0.1,0.44999999999999996,100,10,-3.939826025927604e-05,-300.6330749436148
1000,1000,100,100,600,1,0.6,0.08,0.05,0.1,0.44999999999999996,10,10,1.2162609479106732,-300.6765551389271
1000,1000,100,100,600,1,0.6,0.08,0.05,0.1,0.49999999999999994,100,100,-0.01837185814037079,-268.0165191292466
1000,1000,100,100,600,1,0.6,0.08,0.05,0.1,0.65,100,100,-0.6107317283318255,-268.0000000109869
1000,1000,100,100,600,1,0.6,0.08,0.05,0.1,0.6,1000,100,-0.16512558431724572,-268.00000304421457
1000,1000,100,100,600,1,0.6,0.08,0.05,0.1,0.39999999999999997,100,10,-3.939826025929592e-05,-339.57590320134545
1000,1000,100,100,600,1,0.6,0.08,0.05,0.1,0.5499999999999999,1000,1000,-0.8000000000004621,-268.0000000005508
1000,1000,100,100,600,1,0.6,0.08,0.05,0.1,0.6,100,1000,-0.7999999999917413,-268.0000000005349
1000,1000,100,100,600,1,0.6,0.08,0.05,0.1,0.49999999999999994,1000,100,-0.0011227318809277844,-268.0165191293317
1000,1000,100,100,600,1,0.6,0.08,0.05,0.1,0.5499999999999999,10,100,0.9689856732319568,-268.04382323689043
1000,1000,100,100,600,1,0.6,0.08,0.05,0.1,0.6,1000,1000,-0.8000000000004621,-268.00000000062
1000,1000,100,100,600,1,0.6,0.08,0.05,0.1,0.49999999999999994,10,100,1.0671069274949567,-268.0599993245588
1000,1000,100,100,600,1,0.6,0.08,0.05,0.1,0.44999999999999996,1000,10,-2.782215199679348e-09,-300.63307494369997
1000,1000,100,100,600,1,0.6,0.08,0.05,0.1,0.6,10,1000,0.5543487909820334,-268.0434801958471
1000,1000,100,100,600,1,0.6,0.08,0.05,0.1,0.65,1000,100,-0.6243917993451089,-268.000000011072
1000,1000,100,100,600,1,0.6,0.08,0.05,0.1,0.6,10,100,0.8560636391542217,-268.0434832394417
1000,1000,100,100,600,1,0.6,0.08,0.05,0.1,0.7,100,100,-0.7795420654893501,-268.00000000011903
1000,1000,100,100,600,1,0.6,0.08,0.05,0.1,0.7,10,1000,0.5543487909802037,-268.0434801959666
1000,1000,100,100,600,1,0.6,0.08,0.05,0.1,0.75,100,1000,-0.7999999999917413,-268.0000000003
1000,1000,100,100,600,1,0.6,0.08,0.05,0.1,0.65,100,1000,-0.7999999999917413,-268.00000000041814
1000,1000,100,100,600,1,0.6,0.08,0.05,0.1,0.5499999999999999,1000,100,-0.02065412036277742,-268.0003430416633
1000,1000,100,100,600,1,0.6,0.08,0.05,0.1,0.65,10,1000,0.5543487909850044,-268.04348019573035
1000,1000,100,100,600,1,0.6,0.08,0.05,0.1,0.6,100,100,-0.2558667231076195,-268.00000304412947
1000,1000,100,100,600,1,0.6,0.08,0.05,0.1,0.7,1000,1000,-0.8000000000004621,-268.0000000007395
1000,1000,100,100,600,1,0.6,0.08,0.05,0.1,0.49999999999999994,1000,10,-2.782215199679348e-09,-283.6421184377815
1000,1000,100,100,600,1,0.6,0.08,0.05,0.1,0.7999999999999999,10,100,0.5543487909874785,-268.0434801954216
1000,1000,100,100,600,1,0.6,0.08,0.05,0.1,0.7999999999999999,1000,1000,-0.8000000000004621,-268.00000000026324
1000,1000,100,100,600,1,0.6,0.08,0.05,0.1,0.65,10,100,0.7082873294286534,-268.04348020629914
1000,1000,100,100,600,1,0.6,0.08,0.05,0.1,0.65,100,10,-0.00012841880003518758,-269.41137246814685
1000,1000,100,100,600,1,0.6,0.08,0.05,0.1,0.6,100,10,-7.166255741661756e-05,-271.34392000994444
1000,1000,100,100,600,1,0.6,0.08,0.05,0.1,0.7999999999999999,100,1000,-0.7999999999917413,-268.00000000017815
1000,1000,100,100,600,1,0.6,0.08,0.05,0.1,0.7999999999999999,100,100,-0.7999999999917413,-268.00000000010937
1000,1000,100,100,600,1,0.6,0.08,0.05,0.1,0.7,1000,100,-0.7918470249148791,-268.0000000002041
1000,1000,100,100,600,1,0.6,0.08,0.05,0.1,0.65,1000,1000,-0.8000000000004621,-268.00000000050323
1000,1000,100,100,600,1,0.6,0.08,0.05,0.1,0.49999999999999994,10,10,1.2215444069089025,-283.6855986330086
1000,1000,100,100,600,1,0.6,0.08,0.05,0.1,0.6,10,10,1.2224222702481602,-271.3874002052567
1000,1000,100,100,600,1,0.6,0.08,0.05,0.1,0.75,100,100,-0.7999999999917413,-268.0000000001237
1000,1000,100,100,600,1,0.6,0.08,0.05,0.1,0.49999999999999994,100,10,-3.9398260259263025e-05,-283.64211843769635
1000,1000,100,100,600,1,0.6,0.08,0.05,0.1,0.5499999999999999,100,10,-7.166255741662302e-05,-275.3979805132152
1000,1000,100,100,600,1,0.6,0.08,0.05,0.1,0.75,1000,100,-0.8000000000004621,-268.00000000020884
1000,1000,100,100,600,1,0.6,0.08,0.05,0.1,0.7,10,100,0.6068112036560245,-268.04348019543124
1000,1000,100,100,600,1,0.6,0.08,0.05,0.1,0.85,10,100,0.5543487909897589,-268.0434801953824
1000,1000,100,100,600,1,0.6,0.08,0.05,0.1,0.7,100,1000,-0.7999999999917413,-268.0000000006544
1000,1000,100,100,600,1,0.6,0.08,0.05,0.1,0.7999999999999999,10,1000,0.5543487909890781,-268.04348019549036
1000,1000,100,100,600,1,0.6,0.08,0.05,0.1,0.7999999999999999,1000,100,-0.8000000000004621,-268.00000000019446
1000,1000,100,100,600,1,0.6,0.08,0.05,0.1,0.5499999999999999,1000,10,-1.0085507226265704e-08,-275.3979805133003
1000,1000,100,100,600,1,0.6,0.08,0.05,0.1,0.85,10,1000,0.5543487909807434,-268.04348019594676
1000,1000,100,100,600,1,0.6,0.08,0.05,0.1,0.5499999999999999,10,10,1.2161748650991604,-275.4414607085274
1000,1000,100,100,600,1,0.6,0.08,0.05,0.1,0.6,1000,10,-1.0085507226265704e-08,-271.3439200100296
1000,1000,100,100,600,1,0.6,0.08,0.05,0.1,0.75,10,1000,0.5543487909845468,-268.0434801956123
1000,1000,100,100,600,1,0.6,0.08,0.05,0.1,0.9,100,100,-0.7999999999917413,-268.0000000000782
1000,1000,100,100,600,1,0.6,0.08,0.05,0.1,0.75,10,100,0.5543487908617577,-268.04348019543596
1000,1000,100,100,600,1,0.6,0.08,0.05,0.1,0.9,10,1000,0.5543487909820528,-268.0434801957952
1000,1000,100,100,600,1,0.6,0.08,0.05,0.1,0.95,100,1000,-0.7999999999917413,-268.00000000080945
1000,1000,100,100,600,1,0.6,0.08,0.05,0.1,0.65,10,10,1.216175909975239,-269.45485266345906
1000,1000,100,100,600,1,0.6,0.08,0.05,0.1,0.9,100,1000,-0.7999999999917413,-268.00000000048294
1000,1000,100,100,600,1,0.6,0.08,0.05,0.1,0.7999999999999999,100,10,-0.00022668393836877806,-268.05643563083777
1000,1000,100,100,600,1,0.6,0.08,0.05,0.1,0.95,10,1000,0.5543487909828455,-268.0434801961217
1000,1000,100,100,600,1,0.6,0.08,0.05,0.1,0.75,1000,1000,-0.8000000000004621,-268.00000000038517
1000,1000,100,100,600,1,0.6,0.08,0.05,0.1,0.7,1000,10,-3.526298811648373e-08,-268.5447174304869
1000,1000,100,100,600,1,0.6,0.08,0.05,0.1,0.7,10,10,1.220299841196677,-268.58819762571403
1000,1000,100,100,600,1,0.6,0.08,0.05,0.1,0.95,1000,100,-0.8000000000004621,-268.0000000002324
1000,1000,100,100,600,1,0.6,0.08,0.05,0.1,0.95,100,100,-0.7999999999917413,-268.0000000001472
1000,1000,100,100,600,1,0.6,0.08,0.05,0.1,0.7999999999999999,1000,10,-1.1884810223909067e-07,-268.05643563092286
1000,1000,100,100,600,1,0.6,0.08,0.05,0.1,0.9,1000,100,-0.8000000000004621,-268.00000000016337
1000,1000,100,100,600,1,0.6,0.08,0.05,0.1,0.75,10,10,1.2114076689382376,-268.2314867469071
1000,1000,100,100,600,1,0.6,0.08,0.05,0.1,0.95,1000,1000,-0.8000000000004621,-268.0000000008946
1000,1000,100,100,600,1,0.6,0.08,0.05,0.1,0.95,10,100,0.5543487909895076,-268.0434801954595
1000,1000,100,100,600,1,0.6,0.08,0.05,0.1,0.65,1000,10,-3.526298811648373e-08,-269.41137246823195
1000,1000,100,100,600,1,0.6,0.08,0.05,0.1,0.85,10,10,1.2031105599626088,-268.05761046978546
1000,1000,100,100,600,1,0.6,0.08,0.05,0.1,0.85,100,1000,-0.7999999999917413,-268.0000000006345
1000,1000,100,100,600,1,0.6,0.08,0.05,0.1,0.85,100,100,-0.7999999999917413,-268.00000000007014
1000,1000,100,100,600,1,0.6,0.08,0.05,0.1,0.85,1000,1000,-0.8000000000004621,-268.00000000071964
1000,1000,100,100,600,1,0.6,0.08,0.05,0.1,0.7,100,10,-0.00012841880003518536,-268.54471743040176
1000,1000,100,100,600,1,0.6,0.08,0.05,0.1,0.85,1000,100,-0.8000000000004621,-268.0000000001553
1000,1000,100,100,600,1,0.6,0.08,0.05,0.1,0.7999999999999999,10,10,1.214118720888538,-268.09991582615
1000,1000,100,100,600,1,0.6,0.08,0.05,0.1,0.9,10,100,0.5543487909898641,-268.0434801953905
1000,1000,100,100,600,1,0.6,0.08,0.05,0.1,0.75,100,10,-0.00022668393836877896,-268.18800655159487
1000,1000,100,100,600,1,0.6,0.08,0.05,0.1,0.85,1000,10,-3.8586120856229745e-07,-268.01413027455834
1000,1000,100,100,600,1,0.6,0.08,0.05,0.1,0.9,1000,10,-3.8586120856229745e-07,-268.0027288173553
1000,1000,100,100,600,1,0.6,0.08,0.05,0.1,0.75,1000,10,-1.1884810223909067e-07,-268.18800655167996
1000,1000,100,100,600,1,0.6,0.08,0.05,0.1,0.9,1000,1000,-0.8000000000004621,-268.0000000005681
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.05,10,100,0.38588327847321546,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.1,100,100,2.293929239917286e-09,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.1,0.9,10,10,1.204874146123948,-268.04620901258244
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.1,1000,100,-2.0066141337726685e-17,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.15,10,100,1.407859579330083,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.05,100,100,3.065167762130936e-10,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.1,0.95,100,10,-0.0006745998150761723,-268.0003294755136
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.05,10,10,3.6762370352537,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.05,100,1000,0.0,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.05,1000,10,-2.9693186348483206e-07,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.2,10,100,2.1537754385293355,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.1,0.9,100,10,-0.0003940856204585054,-268.00272881727017
1000,1000,100,100,600,1,0.6,0.08,0.05,0.1,0.85,100,10,-0.0003940856204585057,-268.01413027447325
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.1,10,10,3.7009192310627377,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.1,100,1000,0.0,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.1,1000,1000,0.0,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.2,100,100,-1.22316338197145e-06,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.1,10,1000,0.0,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.05,10,1000,0.0,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.15,10,10,3.734856100754757,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.15,100,1000,0.0,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.15,100,10,-0.0005403482563019181,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.15,1000,10,-8.658376448215912e-07,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.25,100,100,-1.7617556546082397e-05,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.2,10,10,3.765547802683544,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.15,1000,1000,0.0,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.3,10,100,3.5353027295458257,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.1,0.95,10,10,1.19209289787972,-268.04380967082585
1000,1000,100,100,600,1,0.6,0.08,0.05,0.1,0.95,1000,10,-1.205937492096081e-06,-268.00032947559873
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.05,1000,100,-3.179268295946201e-21,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.1,10,100,0.8112583292885953,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.3,1000,100,-9.831050828343274e-08,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.39999999999999997,100,100,-0.0139648338008969,-217.19771952776324
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.2,1000,10,-2.436636974539872e-06,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.35,1000,100,-6.615420388897762e-06,-262.8141524796665
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.35,10,1000,3.7795843320529783,-224.8785536418614
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.15,100,100,-4.052278217048056e-08,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.25,100,10,-0.0009029980414191215,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.25,1000,1000,-8.590724941822719e-42,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.25,10,10,3.8041119129236876,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.25,10,1000,0.0019501953383474356,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.2,1000,1000,0.0,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.05,100,10,-0.0003181845421987188,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.2,100,1000,0.0,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.3,10,1000,0.6406009350912669,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.3,10,10,3.8147365956978128,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.1,1000,10,-8.658376448215912e-07,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.05,1000,1000,0.0,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.1,100,10,-0.0005403483311854384,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.15,1000,100,-1.1900717672434464e-14,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.35,10,10,3.8392772192037925,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.2,1000,100,-4.124571168968798e-12,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.39999999999999997,10,1000,3.1281675820842643,-213.21068052758773
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.44999999999999996,1000,100,-0.009751629828003764,-213.3619385375192
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.39999999999999997,100,10,-0.0024025860251752585,-284.5759032013533
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.15,10,1000,0.0,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.44999999999999996,10,1000,3.0360399038205608,-213.18360887444146
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.35,100,100,-0.001484912029735999,-262.81415247942
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.25,10,100,2.9438685755160123,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.39999999999999997,1000,10,-1.732045596372172e-05,-284.5759032015998
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.3,100,100,-0.00018437504048344035,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.35,10,100,3.8236349081293652,-262.99775999530215
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.2,100,10,-0.0009029980813577426,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.25,1000,100,-8.357423236412477e-10,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.39999999999999997,1000,100,-0.0005608775359819062,-217.19771952800974
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.2,10,1000,0.0,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.44999999999999996,100,1000,-1.1999998084406478,-213.0000013585593
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.25,100,1000,2.1873338002950365e-20,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.39999999999999997,1000,1000,-1.1920647027832452,-213.02707301195207
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.39999999999999997,100,1000,-1.1745662747296293,-213.02707301170557
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.44999999999999996,1000,1000,-1.1999999999994595,-213.0000013588058
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.6,100,1000,-1.1999998084406478,-213.00000000054268
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.3,1000,1000,-6.721430849520346e-19,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.39999999999999997,10,100,3.8441224312243065,-217.3813270436454
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.35,1000,1000,-0.00010628882620367969,-224.69494612622574
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.5499999999999999,100,100,-0.49374737311189276,-213.000343041586
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.3,100,1000,3.028049128206521e-09,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.35,100,1000,-0.0059884389957664515,-224.69494612597924
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.44999999999999996,10,100,3.7562699196965554,-213.54554605315485
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.44999999999999996,100,100,-0.061751353880913795,-213.3619385372727
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.49999999999999994,1000,1000,-1.1999999999994595,-213.00000000057614
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.3,100,10,-0.0014849115891562832,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.49999999999999994,100,1000,-1.1999998084406478,-213.00000000032963
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.25,1000,10,-2.436636974539872e-06,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.49999999999999994,1000,100,-0.08750906506576826,-213.0165191295009
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.5499999999999999,10,100,3.474995417420132,-213.18395055746817
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.49999999999999994,10,1000,3.036040025474748,-213.1836075162118
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.5499999999999999,100,1000,-1.1999998084406478,-213.0000000004735
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.3,1000,10,-6.615420388897762e-06,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.6,100,100,-0.8635904218210673,-213.00000304413726
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.5499999999999999,10,1000,3.0360400254931923,-213.18360751635566
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.6,10,100,3.322124150038428,-213.18361056001942
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.49999999999999994,100,100,-0.2040786786430867,-213.0165191292544
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.35,100,10,-0.0014849115684716688,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.39999999999999997,10,10,3.837767771522434,-284.75951071723546
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.35,1000,10,-6.615420388897762e-06,0
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.5499999999999999,1000,1000,-1.1999999999994595,-213.00000000072
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.44999999999999996,1000,10,-1.732045596372172e-05,-245.63307494386916
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.65,10,1000,3.036040025483,-213.1836075163081
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.49999999999999994,10,100,3.6255837076181296,-213.20012664513655
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.65,100,1000,-1.1999998084406478,-213.00000000042593
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.5499999999999999,1000,100,-0.39163659143703744,-213.0003430418325
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.49999999999999994,1000,10,-1.732045596372172e-05,-228.6421184379507
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.44999999999999996,10,10,3.864453061531432,-245.81668245950482
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.6,10,1000,3.0360400254729876,-213.18360751642484
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.7,10,100,3.067501473163002,-213.18360751600898
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.44999999999999996,100,10,-0.002402586014776244,-245.63307494362266
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.7,1000,1000,-1.1999999999994595,-213.00000000090867
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.7,1000,100,-1.1998027092011958,-213.00000000037332
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.6,1000,100,-0.8827789929787152,-213.00000304438376
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.65,1000,1000,-1.1999999999994595,-213.00000000067243
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.6,10,10,3.8984847951346073,-216.52752752583444
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.6,1000,1000,-1.1999999999994595,-213.00000000078919
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.65,100,100,-1.1528657620532528,-213.0000000109947
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.6,100,10,-0.003824467805845422,-216.34392000995228
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.49999999999999994,10,10,3.8874370037810286,-228.82572595358636
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.65,1000,100,-1.1807139874727648,-213.0000000112412
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.75,1000,1000,-1.1999999999994595,-213.00000000055437
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.65,10,100,3.1557183387901477,-213.18360752687687
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.49999999999999994,100,10,-0.002402586007485352,-228.6421184377042
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.85,10,1000,3.036040025471277,-213.1836075165245
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.75,100,1000,-1.1999998084406478,-213.00000000030786
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.7999999999999999,1000,100,-1.1999999999994595,-213.00000000036366
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.5499999999999999,10,10,3.8833744878666994,-220.58158802910515
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.7999999999999999,100,1000,-1.1999998084406478,-213.00000000018593
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.7,100,1000,-1.1999998084406478,-213.00000000066217
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.75,1000,100,-1.1999999999994595,-213.00000000037804
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.7,10,1000,3.036040025467923,-213.18360751654433
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.5499999999999999,100,10,-0.0038244678093490693,-220.397980513223
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.7999999999999999,10,100,3.0360400254807205,-213.1836075159993
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.5499999999999999,1000,10,-4.3712415457718125e-05,-220.3979805134695
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.9,10,100,3.0360400254965656,-213.18360751596822
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.7999999999999999,1000,1000,-1.1999999999994595,-213.00000000043244
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.6,1000,10,-4.3712415457718125e-05,-216.3439200101988
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.9,1000,100,-1.1999999999994595,-213.00000000033256
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.85,100,1000,-1.1999998084406478,-213.00000000064233
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.9,100,100,-1.1999998084406478,-213.00000000008606
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.9,1000,1000,-1.1999999999994595,-213.0000000007373
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.7,100,100,-1.1981664418666953,-213.00000000012682
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.75,10,1000,3.0360400254812308,-213.18360751619002
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.85,1000,100,-1.1999999999994595,-213.0000000003245
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.7,10,10,3.8966721310607695,-213.72832494629176
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.95,10,1000,3.036040025476123,-213.18360751669945
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.65,10,10,3.886703484590151,-214.5949799840368
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.75,10,100,3.0360400246347807,-213.1836075160137
1000,1000,100,100,600,1,0.6,0.08,0.05,0.15,0.75,100,100,-1.1999998084406478,-213.00000000013154
